genres,id,original_title,release_date
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",386826,A Beginner's Guide to Snuff,4/03/2016
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",205126,Independence Daysaster,27/06/2013
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",98557,Dysfunctional Friends,3/02/2012
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",104,Lola rennt,20/08/1998
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",10894,May,13/01/2002
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",246449,Against the Wild,29/12/2013
"[{""id"": 18, ""name"": ""Drama""}]",32579,La misma luna,20/03/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1688,Conquest of the Planet of the Apes,29/06/1972
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1999,In the Bedroom,23/11/2001
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}]",43947,I Spit on Your Grave,17/06/2010
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",24066,"Happy, Texas",3/12/1999
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",9709,My Summer of Love,20/08/2004
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",191714,Dabba,19/09/2013
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25312,Yes,5/08/2005
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",34106,You Can't Take It With You,23/08/1938
"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11426,From Here to Eternity,4/08/1953
"[{""id"": 37, ""name"": ""Western""}]",13909,She Wore a Yellow Ribbon,22/10/1949
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",206284,Grace Unplugged,4/10/2013
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",27455,Foolish,9/04/1999
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",66468,N-Secure,15/10/2010
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",7973,سكر بنات,1/07/2007
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",283686,Out of the Dark,27/08/2014
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",15976,Ha-Buah,6/06/2006
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",592,The Conversation,7/04/1974
"[{""id"": 10749, ""name"": ""Romance""}]",74084,दिल जो भी कहे,7/12/2006
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1651,La sirène du Mississipi,18/06/1969
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",25428,I Love Your Work,5/10/2003
"[{""id"": 27, ""name"": ""Horror""}]",298584,Cabin Fever,12/02/2016
"[{""id"": 35, ""name"": ""Comedy""}]",10758,Waitress,25/05/2007
"[{""id"": 28, ""name"": ""Action""}]",11690,Bloodsport,26/02/1988
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3083,Mr. Smith Goes to Washington,19/10/1939
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",9344,Kids,28/07/1995
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10707,The Squid and the Whale,5/10/2005
"[{""id"": 35, ""name"": ""Comedy""}]",15647,Kissing Jessica Stein,21/04/2001
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",308529,Kickboxer: Vengeance,14/07/2016
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",4174,Spellbound,28/12/1945
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",20156,Exotica,24/09/1994
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",9464,Buffalo '66,20/01/1998
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",49018,Insidious,13/09/2010
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",13820,Repo Man,20/02/1984
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",18079,Nueve Reinas,31/08/2000
"[{""id"": 99, ""name"": ""Documentary""}]",127918,The Gatekeepers,9/07/2012
"[{""id"": 18, ""name"": ""Drama""}]",17113,The Ballad of Jack and Rose,25/03/2005
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",129139,The To Do List,24/07/2013
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",507,Killing Zoe,1/10/1993
"[{""id"": 18, ""name"": ""Drama""}]",4012,The Believer,19/01/2001
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14054,Snow Angels,7/03/2008
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",323271,Unsullied,28/08/2015
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",10972,Session 9,10/08/2001
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",13066,I Want Someone to Eat Cheese With,1/01/2006
"[{""id"": 18, ""name"": ""Drama""}]",66025,Mooz-lum,11/02/2011
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",11908,Hatchet,27/04/2006
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",3082,Modern Times,5/02/1936
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",39541,Stolen Summer,22/03/2002
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1961,My Name Is Bruce,1/10/2007
"[{""id"": 35, ""name"": ""Comedy""}]",51820,The Salon,13/01/2005
"[{""id"": 35, ""name"": ""Comedy""}]",291362,Road Hard,6/03/2015
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",30082,Forty Shades of Blue,7/12/2005
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",72913,Amigo,14/07/2010
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",23963,Pontypool,6/03/2009
"[{""id"": 18, ""name"": ""Drama""}]",29406,Trucker,24/04/2008
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",361505,Me You and Five Bucks,7/07/2015
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",104755,The Lords of Salem,10/09/2012
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",253306,Housebound,4/09/2014
"[{""id"": 99, ""name"": ""Documentary""}]",29595,Wal-Mart: The High Cost of Low Price,4/11/2005
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",46729,Fetching Cody,1/10/2005
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",294600,Last I Heard,1/01/2013
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",137347,Closer to the Moon,29/11/2013
"[{""id"": 878, ""name"": ""Science Fiction""}]",290370,Mutant World,27/09/2014
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",426469,Growing Up Smith,3/02/2017
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",356841,Checkmate,3/07/2015
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",301325,#Horror,20/11/2015
"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",347755,Wind Walkers,28/01/2016
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",408,Snow White and the Seven Dwarfs,20/12/1937
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",44413,La niña santa,6/05/2004
"[{""id"": 37, ""name"": ""Western""}]",39209,Shalako,6/11/1968
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",48463,Incident at Loch Ness,17/12/2004
"[{""id"": 18, ""name"": ""Drama""}]",394047,The Dog Lover,8/07/2016
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",312791,GirlHouse,16/10/2014
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",266034,La chambre bleue,16/05/2014
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",280381,House at the End of the Drive,11/01/2014
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",2661,Batman,30/07/1966
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",100,"Lock, Stock and Two Smoking Barrels",5/03/1998
"[{""id"": 37, ""name"": ""Western""}]",218500,The Ballad of Gregorio Cortez,19/08/1983
"[{""id"": 18, ""name"": ""Drama""}]",309,Festen,20/05/1998
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",27845,Trees Lounge,11/10/1996
"[{""id"": 18, ""name"": ""Drama""}]",25784,Vượt Sóng,22/02/2006
"[{""id"": 18, ""name"": ""Drama""}]",52790,The Basket,5/05/2000
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",100275,Eddie: The Sleepwalking Cannibal,22/04/2012
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",295914,Kurmanjan Datka. Queen of the Mountains,22/08/2014
"[{""id"": 878, ""name"": ""Science Fiction""}]",42033,Def-Con 4,15/03/1985
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",19187,The Hebrew Hammer,1/01/2003
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",46415,Neal 'n' Nikki,9/12/2005
"[{""id"": 35, ""name"": ""Comedy""}]",38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,8/06/2010
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",27588,Forget Me Not,22/10/2009
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",223,Rebecca,12/04/1940
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9725,Friday the 13th Part 2,1/05/1981
"[{""id"": 18, ""name"": ""Drama""}]",28580,The Lost Weekend,25/11/1945
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",23730,C.H.U.D.,31/08/1984
"[{""id"": 18, ""name"": ""Drama""}]",84197,Filly Brown,19/04/2013
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",46256,The Lion of Judah,3/06/2011
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",19997,Niagara,21/01/1953
"[{""id"": 18, ""name"": ""Drama""}]",43266,How Green Was My Valley,28/10/1941
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",278316,Da Sweet Blood of Jesus,22/06/2014
"[{""id"": 18, ""name"": ""Drama""}]",1412,"Sex, Lies, and Videotape",18/08/1989
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",176,Saw,1/10/2004
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",39939,Super Troopers,18/01/2001
[],357834,The Algerian,7/08/2015
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",215924,Los insólitos peces gato,10/08/2013
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",480,Monsoon Wedding,30/08/2001
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14295,You Can Count on Me,17/11/2000
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11219,The Trouble with Harry,3/10/1955
"[{""id"": 35, ""name"": ""Comedy""}]",20770,But I'm a Cheerleader,12/09/1999
"[{""id"": 18, ""name"": ""Drama""}]",176124,Home Run,19/04/2013
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",500,Reservoir Dogs,2/09/1992
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",60400,The Blue Bird,19/01/1940
"[{""id"": 37, ""name"": ""Western""}]",429,"Il buono, il brutto, il cattivo",23/12/1966
"[{""id"": 18, ""name"": ""Drama""}]",310569,Que Horas Ela Volta?,8/02/2015
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",98369,Blue Like Jazz,13/04/2012
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",114065,Down & Out With The Dolls,20/03/2003
"[{""id"": 99, ""name"": ""Documentary""}]",89750,"Pink Ribbons, Inc.",11/09/2011
"[{""id"": 35, ""name"": ""Comedy""}]",49951,Certifiably Jonathan,1/03/2007
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",86331,Q,14/09/2011
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",355629,La Navaja De Don Juan,27/10/2013
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",16433,Grand Theft Parsons,18/06/2003
"[{""id"": 35, ""name"": ""Comedy""}]",15544,Extreme Movie,5/12/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",43884,The Charge of the Light Brigade,20/10/1936
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",107315,Below Zero,22/10/2011
[],137955,Crowsnest,1/01/2012
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",13064,Airborne,17/09/1993
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",59917,Cotton Comes to Harlem,27/05/1970
"[{""id"": 27, ""name"": ""Horror""}]",157422,The Wicked Within,16/10/2015
"[{""id"": 27, ""name"": ""Horror""}]",310933,Bleeding Hearts,1/06/2013
"[{""id"": 35, ""name"": ""Comedy""}]",7553,Waiting...,7/10/2005
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",12877,Dead Man's Shoes,29/09/2004
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",39895,From a Whisper to a Scream,25/09/1987
"[{""id"": 99, ""name"": ""Documentary""}]",102840,Sex With Strangers,22/02/2002
"[{""id"": 27, ""name"": ""Horror""}]",55616,Dracula: Pages from a Virgin's Diary,28/02/2002
"[{""id"": 18, ""name"": ""Drama""}]",29697,Faith Like Potatoes,27/10/2006
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",50037,Beyond the Black Rainbow,3/12/2010
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",94329,Serbuan maut,8/09/2011
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",53502,The Dead Undead,13/05/2010
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 9648, ""name"": ""Mystery""}]",202604,The Vatican Exorcisms,29/05/2013
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",289,Casablanca,26/11/1942
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",27374,Lake Mungo,17/06/2008
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",26815,Rocket Singh: Salesman of the Year,11/12/2009
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",811,Silent Running,9/03/1972
"[{""id"": 18, ""name"": ""Drama""}]",1366,Rocky,21/11/1976
"[{""id"": 18, ""name"": ""Drama""}]",244776,The Sleepwalker,20/01/2014
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",5769,Tom Jones,6/10/1963
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",277685,Unfriended,17/04/2015
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",103,Taxi Driver,7/02/1976
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",11298,The Howling,3/04/1981
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",646,Dr. No,4/10/1962
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",93856,Chernobyl Diaries,24/05/2012
"[{""id"": 27, ""name"": ""Horror""}]",9003,Hellraiser,11/09/1987
"[{""id"": 18, ""name"": ""Drama""}]",347126,God's Not Dead 2,1/04/2016
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10092,Cry_Wolf,16/09/2005
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",10643,Gojira ni-sen mireniamu,11/12/1999
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",46705,Blue Valentine,27/12/2010
"[{""id"": 18, ""name"": ""Drama""}]",546,Transamerica,23/12/2005
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",76487,The Devil Inside,6/01/2012
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",5722,Beyond the Valley of the Dolls,17/07/1970
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",39833,Love Me Tender,15/11/1956
"[{""id"": 99, ""name"": ""Documentary""}]",1781,An Inconvenient Truth,24/01/2006
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",18712,Sands of Iwo Jima,14/12/1949
"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",7944,Shine a Light,7/02/2008
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",171424,The Green Inferno,4/09/2014
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",361475,Departure,20/05/2016
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",113947,The Sessions,2/05/2012
"[{""id"": 99, ""name"": ""Documentary""}]",18570,"Food, Inc.",7/09/2008
"[{""id"": 18, ""name"": ""Drama""}]",83860,October Baby,30/10/2011
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",41469,Next Stop Wonderland,21/08/1998
"[{""id"": 18, ""name"": ""Drama""}]",244772,The Skeleton Twins,18/01/2014
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",50837,Martha Marcy May Marlene,21/10/2011
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",248774,Obvious Child,6/06/2014
"[{""id"": 18, ""name"": ""Drama""}]",10183,Frozen River,1/08/2008
"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",159014,20 Feet from Stardom,14/06/2013
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",32456,Two Girls and a Guy,7/09/1997
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",49963,Walking and Talking,17/07/1996
"[{""id"": 99, ""name"": ""Documentary""}]",13508,Who Killed the Electric Car?,4/08/2006
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",22597,The Broken Hearts Club: A Romantic Comedy,1/02/2000
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]",9707,Bubba Ho-tep,9/06/2002
"[{""id"": 18, ""name"": ""Drama""}]",37532,Slam,7/10/1998
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",26791,Brigham City,30/03/2001
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",56666,Fiza,8/09/2000
"[{""id"": 35, ""name"": ""Comedy""}]",8675,Orgazmo,6/09/1997
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",13132,All the Real Girls,1/08/2003
"[{""id"": 35, ""name"": ""Comedy""}]",47686,Dream with the Fishes,1/01/1997
"[{""id"": 18, ""name"": ""Drama""}]",46989,Blue Car,11/01/2002
"[{""id"": 18, ""name"": ""Drama""}]",192132,Palo Alto,9/05/2014
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",24424,Ajami,17/09/2009
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",13198,Wristcutters: A Love Story,24/01/2006
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",244267,I Origins,18/07/2014
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",21413,The Battle of Shaker Heights,22/08/2003
"[{""id"": 99, ""name"": ""Documentary""}]",123678,Jagal,31/08/2012
"[{""id"": 99, ""name"": ""Documentary""}]",13362,Taxi to the Dark Side,30/04/2007
"[{""id"": 99, ""name"": ""Documentary""}]",39183,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1/01/2006
"[{""id"": 18, ""name"": ""Drama""}]",62402,Guiana 1838,24/09/2004
[],206412,Lisa Picard Is Famous,14/05/2000
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 99, ""name"": ""Documentary""}]",201132,Antarctica: A Year on Ice,5/09/2013
"[{""id"": 99, ""name"": ""Documentary""}]",251471,A LEGO Brickumentary,31/07/2015
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",112456,Hardflip,1/06/2012
"[{""id"": 53, ""name"": ""Thriller""}]",20296,Chocolate: Deep Dark Secrets,16/09/2005
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]",25983,The House of the Devil,25/04/2009
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",66195,The Perfect Host,1/07/2010
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",16155,Safe Men,17/08/1998
